"","x"
"1",45.282116271417
"2",1.45636074772696
"3",5.47585587871321
"4",82.7057855068523
"5",172.402539495266
"6",320.803233486123
"7",0.967738997966078
"8",298.841627000083
"9",9.45232168571526
"10",642.726658582782
